id_estudiante,edad,genero,ciudad_origen,departamento_origen,estrato,puntaje_saber11,preferencia_area,universidad_codigo,universidad_nombre,universidad_departamento,universidad_tipo,universidad_acreditada,ranking_nacional,modalidad_programa,convenio_internacional,beca_disponible,eligio_universidad
E1242,19,M,Bucaramanga,Cundinamarca,6,300.1,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,Sí
E1243,21,F,Medellín,Antioquia,2,313.1,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,No,Sí
E1244,25,M,Barranquilla,Antioquia,6,335.7,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,Sí,No
E1245,17,M,Bogotá,Valle del Cauca,4,328.5,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,Sí,Sí
E1246,18,M,Bogotá,Cundinamarca,3,255.5,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,Sí
E1247,18,M,Cali,Valle del Cauca,1,223.4,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,Sí
E1248,20,M,Bogotá,Cundinamarca,1,328.0,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,Sí,No
E1249,24,M,Barranquilla,Antioquia,6,259.0,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,Sí,Sí
E1250,20,F,Cali,Santander,2,293.3,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,Sí,Sí
E1251,20,M,Barranquilla,Santander,6,264.9,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,Sí,No
E1252,21,F,Cali,Santander,4,245.9,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,No,No
E1253,24,F,Bogotá,Santander,3,316.2,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,Sí
E1254,22,F,Bucaramanga,Cundinamarca,6,322.8,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,Sí
E1255,21,F,Medellín,Santander,4,282.7,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,No,No
E1256,24,F,Medellín,Atlántico,5,222.3,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,No
E1257,17,M,Medellín,Atlántico,4,283.6,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,Sí,No
E1258,19,M,Bogotá,Cundinamarca,3,311.8,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,Sí
E1259,24,F,Cali,Antioquia,2,255.6,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,No,Sí
E1260,19,F,Bogotá,Antioquia,2,305.5,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,No
E1261,19,M,Bucaramanga,Atlántico,3,299.5,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,No,No
E1262,21,F,Bucaramanga,Cundinamarca,4,317.4,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,No,No
E1263,24,M,Bogotá,Atlántico,3,303.6,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,No
E1264,24,F,Bucaramanga,Antioquia,2,270.8,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,No
E1265,20,F,Bucaramanga,Atlántico,2,335.9,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,Sí
E1266,18,F,Barranquilla,Santander,5,295.2,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,No
E1267,22,M,Barranquilla,Valle del Cauca,4,299.2,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,Sí,Sí
E1268,21,F,Barranquilla,Antioquia,3,272.0,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,Sí
E1269,20,F,Cali,Atlántico,5,286.7,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,Sí,Sí
E1270,17,M,Barranquilla,Cundinamarca,3,273.5,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,Sí,No
E1271,24,F,Bogotá,Antioquia,2,294.8,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,No,Sí
E1272,19,F,Bogotá,Cundinamarca,2,351.4,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,Sí
E1273,23,M,Barranquilla,Antioquia,5,258.8,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,No
E1274,17,M,Cali,Atlántico,3,251.6,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,No
E1275,20,M,Medellín,Antioquia,2,344.1,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,Sí,Sí
E1276,25,M,Bucaramanga,Atlántico,4,293.7,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,Sí,No
E1277,18,F,Cali,Valle del Cauca,5,279.9,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,Sí,Sí
E1278,17,M,Cali,Valle del Cauca,1,331.2,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,Sí,Sí
E1279,25,F,Barranquilla,Cundinamarca,3,281.8,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,Sí
E1280,20,M,Bucaramanga,Atlántico,1,354.8,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,Sí,Sí
E1281,23,M,Cali,Santander,6,320.3,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,Sí,No,Sí
E1282,19,M,Bucaramanga,Antioquia,3,285.4,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,No
E1283,24,M,Barranquilla,Santander,3,364.7,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,No
E1284,20,M,Bucaramanga,Antioquia,2,281.8,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,Sí,Sí
E1285,21,M,Bucaramanga,Cundinamarca,3,322.3,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,Sí
E1286,23,F,Barranquilla,Atlántico,2,309.0,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,No
E1287,18,M,Bogotá,Santander,4,339.1,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,Sí
E1288,19,M,Bogotá,Antioquia,3,346.8,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,No
E1289,23,M,Medellín,Cundinamarca,4,301.0,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,No,No
E1290,17,F,Cali,Cundinamarca,2,277.4,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,No,Sí
E1291,21,M,Bucaramanga,Atlántico,6,313.8,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,No
E1292,17,F,Barranquilla,Atlántico,2,279.7,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,No,Sí
E1293,21,F,Cali,Antioquia,1,360.4,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,No
E1294,23,F,Cali,Cundinamarca,2,304.1,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,Sí
E1295,25,M,Medellín,Antioquia,1,289.0,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,No
E1296,23,F,Barranquilla,Antioquia,6,305.5,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,Sí
E1297,18,F,Cali,Antioquia,6,259.6,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,No
E1298,25,M,Bucaramanga,Antioquia,4,270.9,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,Sí,No
E1299,18,M,Bucaramanga,Cundinamarca,2,336.0,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,No
E1300,24,M,Medellín,Antioquia,5,280.3,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,Sí,No
E1301,23,M,Cali,Atlántico,6,268.6,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,No
E1302,18,F,Cali,Atlántico,6,316.1,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,Sí
E1303,17,M,Medellín,Cundinamarca,5,335.6,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,Sí
E1304,18,F,Medellín,Atlántico,6,321.6,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,Sí,No
E1305,21,F,Bucaramanga,Santander,3,329.9,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,Sí
E1306,22,F,Bogotá,Antioquia,5,277.3,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,No
E1307,24,M,Barranquilla,Cundinamarca,5,257.3,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,No
E1308,18,F,Barranquilla,Antioquia,4,345.0,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,Sí,Sí
E1309,20,F,Bogotá,Cundinamarca,4,290.3,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,No
E1310,24,F,Bucaramanga,Atlántico,6,292.5,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,Sí
E1311,21,M,Bogotá,Antioquia,5,339.8,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,No
E1312,24,F,Cali,Cundinamarca,1,316.7,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,Sí
E1313,22,F,Cali,Atlántico,4,313.7,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,No,Sí
E1314,24,F,Medellín,Atlántico,2,365.0,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,Sí,Sí
E1315,17,F,Barranquilla,Santander,6,280.7,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,No
E1316,23,M,Cali,Cundinamarca,1,327.8,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,No
E1317,25,F,Bucaramanga,Antioquia,1,301.7,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,Sí,No
E1318,20,M,Cali,Antioquia,6,308.1,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,Sí
E1319,18,F,Bucaramanga,Santander,1,345.9,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,Sí,Sí
E1320,20,F,Barranquilla,Atlántico,2,315.2,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,Sí,Sí
E1321,25,M,Bogotá,Atlántico,2,316.1,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,Sí,Sí
E1322,21,F,Bogotá,Atlántico,2,332.2,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,Sí
E1323,24,M,Cali,Atlántico,4,289.1,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,No
E1324,23,M,Barranquilla,Cundinamarca,2,274.8,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,No,Sí
E1325,21,F,Medellín,Antioquia,6,268.7,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,No,No
E1326,24,F,Bogotá,Atlántico,4,241.0,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,Sí
E1327,21,F,Bucaramanga,Santander,5,361.7,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,Sí,No
E1328,20,F,Bucaramanga,Atlántico,3,266.9,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,No
E1329,21,M,Medellín,Santander,5,293.4,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,Sí,Sí
E1330,20,M,Bucaramanga,Antioquia,4,291.7,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,No
E1331,24,F,Cali,Antioquia,3,309.2,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,No,No
E1332,20,F,Barranquilla,Atlántico,1,324.5,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,Sí
E1333,23,F,Bucaramanga,Cundinamarca,5,325.8,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,Sí
E1334,18,F,Bogotá,Cundinamarca,4,282.5,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,Sí,Sí
E1335,23,M,Bogotá,Santander,1,295.0,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,Sí
E1336,20,M,Cali,Santander,1,308.5,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,No
E1337,20,M,Barranquilla,Valle del Cauca,3,292.5,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,Sí,No
E1338,18,M,Barranquilla,Valle del Cauca,1,348.2,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,No,Sí
E1339,18,M,Cali,Antioquia,5,314.7,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,Sí,No
E1340,18,M,Barranquilla,Atlántico,5,322.0,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,Sí
E1341,20,F,Barranquilla,Santander,6,319.9,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,No
E1342,22,M,Bogotá,Santander,1,335.2,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,Sí
E1343,23,F,Cali,Antioquia,4,305.4,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,Sí,No
E1344,18,F,Bogotá,Atlántico,5,261.1,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,Sí,Sí
E1345,23,M,Barranquilla,Antioquia,4,312.0,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,No
E1346,19,M,Bucaramanga,Santander,3,280.5,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,Sí
E1347,19,M,Bucaramanga,Santander,4,284.1,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,Sí,Sí
E1348,21,M,Barranquilla,Antioquia,1,317.6,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,Sí
E1349,20,M,Bucaramanga,Cundinamarca,4,337.1,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,Sí
E1350,17,M,Bucaramanga,Cundinamarca,5,300.6,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,No,Sí
E1351,19,M,Bucaramanga,Valle del Cauca,3,309.3,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,Sí,No
E1352,25,M,Barranquilla,Valle del Cauca,3,351.1,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,Sí
E1353,21,F,Cali,Atlántico,4,307.2,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,Sí,No
E1354,18,F,Cali,Cundinamarca,6,378.1,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,Sí,Sí
E1355,25,F,Bucaramanga,Antioquia,5,317.0,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,No,No
E1356,19,M,Cali,Cundinamarca,5,247.2,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,Sí,No
E1357,21,F,Bogotá,Antioquia,1,322.6,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,No
E1358,19,F,Barranquilla,Valle del Cauca,1,311.4,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,No,No
E1359,24,F,Medellín,Valle del Cauca,2,338.7,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,No
E1360,21,F,Bogotá,Antioquia,4,320.2,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,Sí
E1361,22,F,Bogotá,Atlántico,6,295.8,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,Sí,No
E1362,17,M,Cali,Santander,3,263.3,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,Sí
E1363,17,F,Barranquilla,Antioquia,1,293.7,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,Sí,No
E1364,25,M,Barranquilla,Atlántico,5,274.5,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,Sí
E1365,22,F,Medellín,Valle del Cauca,1,282.6,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,Sí,No
E1366,20,M,Bogotá,Antioquia,1,317.7,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,No,No
E1367,23,F,Cali,Cundinamarca,2,350.1,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,Sí
E1368,24,M,Barranquilla,Cundinamarca,1,311.8,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,Sí
E1369,25,F,Medellín,Santander,3,264.1,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,No
E1370,20,M,Barranquilla,Atlántico,5,313.3,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,No,Sí
E1371,21,F,Bogotá,Valle del Cauca,5,335.9,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,No,Sí
E1372,23,F,Barranquilla,Santander,2,281.7,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,Sí,No
E1373,18,F,Bogotá,Atlántico,1,296.0,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,No
E1374,22,M,Medellín,Valle del Cauca,2,300.4,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,No,No
E1375,20,F,Cali,Santander,4,276.5,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,Sí,No
E1376,18,M,Bogotá,Cundinamarca,2,319.4,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,No
E1377,17,M,Barranquilla,Valle del Cauca,5,296.4,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,Sí
E1378,17,M,Medellín,Antioquia,3,312.6,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,Sí
E1379,20,M,Barranquilla,Atlántico,5,273.4,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,Sí,Sí
E1380,19,M,Barranquilla,Santander,5,286.9,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,Sí,No
E1381,21,M,Barranquilla,Antioquia,6,321.7,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,Sí
E1382,23,M,Medellín,Antioquia,4,288.8,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,No
E1383,17,M,Cali,Cundinamarca,4,351.8,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,Sí
E1384,22,M,Barranquilla,Atlántico,2,288.0,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,Sí,No
E1385,17,F,Cali,Atlántico,6,306.7,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,No,No
E1386,19,F,Barranquilla,Atlántico,1,328.0,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,No
E1387,17,M,Medellín,Atlántico,2,257.4,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,Sí
E1388,25,F,Medellín,Valle del Cauca,3,247.2,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,Sí,Sí
E1389,22,M,Bogotá,Atlántico,1,254.2,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,No,No
E1390,25,M,Barranquilla,Cundinamarca,2,337.9,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,No
E1391,22,M,Barranquilla,Santander,5,283.4,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,No,No
E1392,24,F,Medellín,Cundinamarca,4,376.7,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,Sí,Sí
E1393,17,M,Barranquilla,Valle del Cauca,3,283.1,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,Sí
E1394,17,F,Bucaramanga,Cundinamarca,4,305.5,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,Sí,No
E1395,23,F,Cali,Santander,2,346.3,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,No,Sí
E1396,24,M,Bogotá,Valle del Cauca,6,360.2,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,Sí,Sí
E1397,23,M,Cali,Antioquia,6,361.8,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,Sí
E1398,18,M,Cali,Cundinamarca,3,336.3,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,Sí,Sí
E1399,25,M,Barranquilla,Santander,1,330.7,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,No
E1400,20,F,Bogotá,Santander,3,317.8,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,No
E1401,24,F,Bogotá,Antioquia,2,323.4,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,Sí
E1402,20,F,Bucaramanga,Cundinamarca,1,283.5,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,Sí
E1403,20,M,Bogotá,Atlántico,5,275.5,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,No
E1404,23,M,Medellín,Atlántico,5,299.9,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,Sí,No
E1405,24,F,Bucaramanga,Santander,1,294.9,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,Sí,Sí
E1406,25,F,Medellín,Cundinamarca,5,286.4,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,No
E1407,19,F,Medellín,Atlántico,3,320.9,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,Sí,No
E1408,23,M,Bogotá,Antioquia,3,328.7,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,No
E1409,22,M,Bogotá,Antioquia,6,302.7,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,Sí
E1410,20,M,Medellín,Antioquia,1,344.3,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,Sí,Sí,Sí
E1411,18,F,Bogotá,Antioquia,5,265.7,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,No,No
E1412,18,M,Bucaramanga,Cundinamarca,6,294.2,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,Sí
E1413,21,M,Bucaramanga,Santander,1,278.5,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,Sí
E1414,17,F,Cali,Valle del Cauca,3,244.0,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,Sí,Sí
E1415,20,F,Bucaramanga,Valle del Cauca,2,297.5,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,No
E1416,22,M,Barranquilla,Santander,2,296.3,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,No,No
E1417,23,F,Bucaramanga,Atlántico,3,345.4,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,Sí
E1418,19,M,Cali,Valle del Cauca,4,318.9,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,Sí,Sí
E1419,19,M,Medellín,Cundinamarca,2,269.3,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,No
E1420,22,M,Barranquilla,Valle del Cauca,6,355.6,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,Sí,Sí
E1421,24,M,Cali,Valle del Cauca,3,336.6,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,No
E1422,21,F,Bogotá,Antioquia,2,317.5,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,Sí,No
